Observation Location,RSS,XML,State,latitude,longitude
"Columbia, Columbia Metropolitan Airport (KCAE)",KCAE.rss,KCAE.xml,SC,33.94194,-81.11806
Conway Horry County Airport (KHYW),KHYW.rss,KHYW.xml,SC,33.829,-79.122
"Darlington, Darlington County Jetport Airport (KUDG)",KUDG.rss,KUDG.xml,SC,34.44917,-79.89028
Florence - Florence Regional Airport (KFLO),KFLO.rss,KFLO.xml,SC,34.18778,-79.73083
Georgetown County Airport        (KGGE),KGGE.rss,KGGE.xml,SC,33.3117,-79.3196
Greenville Downtown Airport (KGMU),KGMU.rss,KGMU.xml,SC,34.84873,-82.35004
Greenville-Donaldson Center Airport (KGYH),KGYH.rss,KGYH.xml,SC,34.7583,-82.3764
"Greenwood, Greenwood County Airport (KGRD)",KGRD.rss,KGRD.xml,SC,34.24722,-82.15472
"Greer, Greenville-Spartanburg Airport (KGSP)",KGSP.rss,KGSP.xml,SC,34.88389,-82.22083
Hartsville Regional Airport (KHVS),KHVS.rss,KHVS.xml,SC,34.403,-80.119
"Hilton Head Island, Hilton Head Airport (KHXD)",KHXD.rss,KHXD.xml,SC,32.21667,-80.7
Kingstree Williamsburg Regional Airport (KCKI),KCKI.rss,KCKI.xml,SC,33.717,-79.857
Lancaster County-mc Whirter Field (KLKR),KLKR.rss,KLKR.xml,SC,34.723,-80.855
Laurens County Airport (KLUX),KLUX.rss,KLUX.xml,SC,34.507,-81.947
Manning / Cooper Regional (KMNI),KMNI.rss,KMNI.xml,SC,33.58333,-80.21667
Marion County Airport (KMAO),KMAO.rss,KMAO.xml,SC,34.181,-79.335
Marlboro County Jetport (KBBP),KBBP.rss,KBBP.xml,SC,34.622,-79.734
McEntire Air National Guard Weather Facility Base (KMMT),KMMT.rss,KMMT.xml,SC,33.91667,-80.8
Moncks Corner Berkeley County (KMKS),KMKS.rss,KMKS.xml,SC,33.1855,-80.0362
Mount Pleasant Regional-Faison Field (KLRO),KLRO.rss,KLRO.xml,SC,32.898,-79.783
Myrtle Beach International Airport (KMYR),KMYR.rss,KMYR.xml,SC,33.67975,-78.92833
Newberry County Airport (KEOE),KEOE.rss,KEOE.xml,SC,34.309,-81.64
North Myrtle Beach Grand Strand Airport (KCRE),KCRE.rss,KCRE.xml,SC,33.81619,-78.72043
"Orangeburg, Orangeburg Municipal Airport (KOGB)",KOGB.rss,KOGB.xml,SC,33.46389,-80.85361
Pickens County Airport (KLQK),KLQK.rss,KLQK.xml,SC,34.80997,-82.70289
"Rock Hill, Rock Hill - York County Airport (KUZA)",KUZA.rss,KUZA.xml,SC,34.98389,-81.05583
Shaw Air Force Base (KSSC),KSSC.rss,KSSC.xml,SC,33.96667,-80.48333
Spartanburg Memorial (KSPA),KSPA.rss,KSPA.xml,SC,34.91667,-81.95
Summerville Airport (KDYB),KDYB.rss,KDYB.xml,SC,33.063,-80.279
Sumter Airport (KSMS),KSMS.rss,KSMS.xml,SC,33.995,-80.361
Union County Airport - Troy Shelton Field (K35A),K35A.rss,K35A.xml,SC,34.68695,-81.64117
Walterboro Lowcountry Regional Airport (KRBW),KRBW.rss,KRBW.xml,SC,32.921,-80.641
Winnsboro/Fairfield County Airport (KFDW),KFDW.rss,KFDW.xml,SC,34.315,-81.109
"Aberdeen, Aberdeen Regional Airport (KABR)",KABR.rss,KABR.xml,SD,45.44333,-98.41306
"Brookings, Brookings Municipal Airport (KBKX)",KBKX.rss,KBKX.xml,SD,44.3,-96.81667
Buffalo (K2WX),K2WX.rss,K2WX.xml,SD,45.60444,-103.54639
"Chamberlain, Chamberlain Municipal Airport (K9V9)",K9V9.rss,K9V9.xml,SD,43.76667,-99.31833
"Custer, Custer County Airport (KCUT)",KCUT.rss,KCUT.xml,SD,43.73306,-103.6175
Ellsworth Air Force Base (KRCA),KRCA.rss,KRCA.xml,SD,44.15,-103.1
Faith (KD07),KD07.rss,KD07.xml,SD,45.03194,-102.01917
"Huron, Huron Regional Airport (KHON)",KHON.rss,KHON.xml,SD,44.38806,-98.22833
Madison Municipal Airport (KMDS),KMDS.rss,KMDS.xml,SD,44.0164147,-97.0855992
"Mitchell, Mitchell Municipal Airport (KMHE)",KMHE.rss,KMHE.xml,SD,43.76667,-98.03333
"Mobridge, Mobridge Municipal Airport (KMBG)",KMBG.rss,KMBG.xml,SD,45.55,-100.40861
"Philip, Philip Airport (KPHP)",KPHP.rss,KPHP.xml,SD,44.05111,-101.60111
"Pierre, Pierre Regional Airport (KPIR)",KPIR.rss,KPIR.xml,SD,44.38278,-100.28583
"Pine Ridge, Pine Ridge Airport (KIEN)",KIEN.rss,KIEN.xml,SD,43.02556,-102.52306
"Rapid City, Rapid City Regional Airport (KRAP)",KRAP.rss,KRAP.xml,SD,44.04556,-103.05389
"Sioux Falls, Foss Field (KFSD)",KFSD.rss,KFSD.xml,SD,43.57694,-96.75361
"Sisseton, Sisseton Municipal Airport (K8D3)",K8D3.rss,K8D3.xml,SD,45.66889,-96.99139
Spearfish / Clyde Ice (KSPF),KSPF.rss,KSPF.xml,SD,44.48333,-103.78333
"Watertown, Watertown Municipal Airport (KATY)",KATY.rss,KATY.xml,SD,44.90472,-97.14944
"Winner, Bob Wiley Field Airport (KICR)",KICR.rss,KICR.xml,SD,43.39056,-99.8425
"Yankton, Chan Gurney Municipal Airport (KYKN)",KYKN.rss,KYKN.xml,SD,42.91667,-97.38333
Athens McMinn County Airport (KMMI),KMMI.rss,KMMI.xml,TN,35.3973,-84.5626
BOLIVAR/WILLIAM L WHITEHURST (KM08),KM08.rss,KM08.xml,TN,35.21,-89.04
"Bristol / Johnson / Kingsport, Tri-City Regional Airport (KTRI)",KTRI.rss,KTRI.xml,TN,36.47972,-82.39889
"Chattanooga, Lovell Field (KCHA)",KCHA.rss,KCHA.xml,TN,35.03333,-85.2
Clarksville Outlaw Field (KCKV),KCKV.rss,KCKV.xml,TN,36.61689,-87.41174
Cleveland Regional Jetport (KRZR),KRZR.rss,KRZR.xml,TN,35.2115,-84.7998
Columbia / Maury County (KMRC),KMRC.rss,KMRC.xml,TN,35.55,-87.18333
COVINGTON MUNI (KM04),KM04.rss,KM04.xml,TN,35.58,-89.59
"Crossville, Crossville Memorial-Whitson Field Airport (KCSV)",KCSV.rss,KCSV.xml,TN,35.95139,-85.085
Dayton (K2A0),K2A0.rss,K2A0.xml,TN,35.4817,-84.9322
Dickson Municipal Airport (KM02),KM02.rss,KM02.xml,TN,36.1279,-87.4298
"Dyersburg, Dyersburg Municipal Airport (KDYR)",KDYR.rss,KDYR.xml,TN,36,-89.4
Elizabethton Municipal Airport (K0A9),K0A9.rss,K0A9.xml,TN,36.371,-82.173
Ellington Airport (KLUG),KLUG.rss,KLUG.xml,TN,35.50697,-86.80389
Fayetteville Municipal Airport (KFYM),KFYM.rss,KFYM.xml,TN,35.0597,-86.564
Greeneville-Greene County Municipal Airport (KGCY),KGCY.rss,KGCY.xml,TN,36.19601,-82.81099
Huntingdon Carroll County Airport (KHZD),KHZD.rss,KHZD.xml,TN,36.08896,-88.46538
Jacksboro Campbell County Airport (KJAU),KJAU.rss,KJAU.xml,TN,36.3341,-84.163
"Jackson, McKellar-Sipes Regional Airport (KMKL)",KMKL.rss,KMKL.xml,TN,35.59306,-88.91667
John C Tune Airport (KJWN),KJWN.rss,KJWN.xml,TN,36.18521,-86.88331
Knoxville Downtown Airport (KDKX),KDKX.rss,KDKX.xml,TN,35.96581,-83.87169
"Knoxville, McGhee Tyson Airport (KTYS)",KTYS.rss,KTYS.xml,TN,35.81806,-83.98583
Lawrenceburg-Lawrence County Airport (K2M2),K2M2.rss,K2M2.xml,TN,35.23431,-87.25794
Lebanon Municipal Airport (KM54),KM54.rss,KM54.xml,TN,36.1904,-86.3157
Lexington-Parsons Beech River Regional Airport (KPVE),KPVE.rss,KPVE.xml,TN,35.6564,-88.1954
Livingston Municipal Airport (K8A3),K8A3.rss,K8A3.xml,TN,36.4135,-85.31044
McMinnville Warren County Memorial Airport (KRNC),KRNC.rss,KRNC.xml,TN,35.6991,-85.8402
Memphis International Airport (KMEM),KMEM.rss,KMEM.xml,TN,35.05644,-89.98634
"Millington, Millington Municipal Airport (KNQA)",KNQA.rss,KNQA.xml,TN,35.35667,-89.87028
Monroe County Airport (KMNV),KMNV.rss,KMNV.xml,TN,35.54522,-84.38039
Murfreesboro Municipal Airport (KMBT),KMBT.rss,KMBT.xml,TN,35.87866,-86.37749
"Nashville, Nashville International Airport (KBNA)",KBNA.rss,KBNA.xml,TN,36.11889,-86.68917
Paris - Henry County Airport (KPHT),KPHT.rss,KPHT.xml,TN,36.34,-88.38
Portland Municipal Airport (K1M5),K1M5.rss,K1M5.xml,TN,36.5929,-86.4769
Pulaski Abernathy Field Airport (KGZS),KGZS.rss,KGZS.xml,TN,35.1537,-87.0568
SAVANNAH/HARDIN CO (KSNH),KSNH.rss,KSNH.xml,TN,35.17,-88.22
Scott Municipal Airport (KSCX),KSCX.rss,KSCX.xml,TN,36.45569,-84.58575
SELMER/ROBERT SIBLEY (KSZY),KSZY.rss,KSZY.xml,TN,35.2,-88.5
Sevierville Gatlinburg - Pigeon Forge Airport (KGKT),KGKT.rss,KGKT.xml,TN,35.85681,-83.53334
Shelbyville Bomar Field & Shelbyville Municipal Airport (KSYI),KSYI.rss,KSYI.xml,TN,35.5594,-86.4425
"Smyrna, Smyrna Airport (KMQY)",KMQY.rss,KMQY.xml,TN,36.00889,-86.52
Somerville - Fayette County Airport (KFYE),KFYE.rss,KFYE.xml,TN,35.2061,-89.3929
Sparta Upper Cumberland Regional Airport (KSRB),KSRB.rss,KSRB.xml,TN,36.0559,-85.5307
Springfield Robertson County Airport (KM91),KM91.rss,KM91.xml,TN,36.5363,-86.9189
Sumner County Regional Airport (KXNX),KXNX.rss,KXNX.xml,TN,36.37508,-86.40842
Tullahoma Regional Airport/William Northern Field (KTHA),KTHA.rss,KTHA.xml,TN,35.38,-86.2467
Union City - Everett-Stewart Regional Airport (KUCY),KUCY.rss,KUCY.xml,TN,36.38,-88.98
Winchester Municipal Airport (KBGF),KBGF.rss,KBGF.xml,TN,35.1775,-86.0662
"Abilene, Abilene Regional Airport (KABI)",KABI.rss,KABI.xml,TX,32.41028,-99.68167
"Abilene, Dyess Air Force Base (KDYS)",KDYS.rss,KDYS.xml,TX,32.42,-99.85694
Alaminos Canyon 25/H-D (ExxonMobil) (KHHV),KHHV.rss,KHHV.xml,TX,26.939,-94.689
"Alice, Alice International Airport (KALI)",KALI.rss,KALI.xml,TX,27.74111,-98.02694
"Alpine, Alpine-Casparis Municipal Airport (KE38)",KE38.rss,KE38.xml,TX,30.38417,-103.68333
"Amarillo, Amarillo International Airport (KAMA)",KAMA.rss,KAMA.xml,TX,35.22,-101.71722
Andrews County Airport (KE11),KE11.rss,KE11.xml,TX,32.3311,-102.5295
"Angleton / Lake Jackson, Brazoria County Airport (KLBX)",KLBX.rss,KLBX.xml,TX,29.11536,-95.46323
Arlington Municipal Airport (KGKY),KGKY.rss,KGKY.xml,TX,32.65829,-97.09509
Athens Municipal Airport (KF44),KF44.rss,KF44.xml,TX,32.1638,-95.8284
"Austin City, Austin Camp Mabry (KATT)",KATT.rss,KATT.xml,TX,30.31667,-97.76667
Austin Executive Airport (KEDC),KEDC.rss,KEDC.xml,TX,30.3925,-97.5621
Austin-Bergstrom International Airport (KAUS),KAUS.rss,KAUS.xml,TX,30.18304,-97.67987
"Bay City, Bay City Municipal Airport (KBYY)",KBYY.rss,KBYY.xml,TX,28.97306,-95.86333
Beaumont Municipal Airport (KBMT),KBMT.rss,KBMT.xml,TX,30.0702,-94.2151
Beaumont/Port Arthur Southeast Texas Regional Airport (KBPT),KBPT.rss,KBPT.xml,TX,29.9521,-94.0261
Beeville Municipal Airport (KBEA),KBEA.rss,KBEA.xml,TX,28.362,-97.791
"Big Spring, Big Spring McMahon-Wrinkle Airport (KBPG)",KBPG.rss,KBPG.xml,TX,32.2,-101.51667
Biggs Army Air Field - Fort Bliss (KBIF),KBIF.rss,KBIF.xml,TX,31.86119,-106.36916
"Borger, Hutchinson County Airport (KBGD)",KBGD.rss,KBGD.xml,TX,35.695,-101.395
Bowie Municipal Airport (K0F2),K0F2.rss,K0F2.xml,TX,33.6017,-97.7756
"Brady, Curtis Field Airport (KBBD)",KBBD.rss,KBBD.xml,TX,31.17917,-99.32389
BRAZOS 451 OIL PLATFORM (KBQX),KBQX.rss,KBQX.xml,TX,28.5,-95.72
"Brenham, Brenham Municipal Airport (K11R)",K11R.rss,K11R.xml,TX,30.21889,-96.37417
"Bridgeport, Bridgeport Municipal Airport (KXBP)",KXBP.rss,KXBP.xml,TX,33.17528,-97.82833
"Brownsville, Brownsville / South Padre Island International Airport (KBRO)",KBRO.rss,KBRO.xml,TX,25.91417,-97.42306
Bryan Coulter Field (KCFD),KCFD.rss,KCFD.xml,TX,30.7157,-96.3314
"Burnet, Burnet Municipal Craddock Field (KBMQ)",KBMQ.rss,KBMQ.xml,TX,30.74056,-98.23528
"Caldwell, Caldwell Municipal Airport (KRWV)",KRWV.rss,KRWV.xml,TX,30.51528,-96.70389
Cameron (Milam Co) Municipal Airpark (KT35),KT35.rss,KT35.xml,TX,30.879356,-96.971097
"Canadian, Hemphill County Airport (KHHF)",KHHF.rss,KHHF.xml,TX,35.9,-100.4
Carrizo Springs Dimmit County Airport (KCZT),KCZT.rss,KCZT.xml,TX,28.5222,-99.8236
Castroville Municipal Airport (KCVB),KCVB.rss,KCVB.xml,TX,29.34192,-98.8509
Center Municipal Airport (KF17),KF17.rss,KF17.xml,TX,31.8316,-94.1564
"Childress, Childress Municipal Airport (KCDS)",KCDS.rss,KCDS.xml,TX,34.4275,-100.28333
"Cleburne, Cleburne Municipal Airport (KCPT)",KCPT.rss,KCPT.xml,TX,32.35361,-97.43361
Cleveland (K6R3),K6R3.rss,K6R3.xml,TX,30.3567,-95.0083
COLEMAN (KCOM),KCOM.rss,KCOM.xml,TX,31.84,-99.4
"College Station, Easterwood Field (KCLL)",KCLL.rss,KCLL.xml,TX,30.58222,-96.36167
"Comanche, Comanche County-City Airport (KMKN)",KMKN.rss,KMKN.xml,TX,31.91667,-98.60028
"Conroe, Montgomery County Airport (KCXO)",KCXO.rss,KCXO.xml,TX,30.35667,-95.41389
"Corpus Christi, Corpus Christi International Airport (KCRP)",KCRP.rss,KCRP.xml,TX,27.77306,-97.51278
"Corpus Christi, Corpus Christi Naval Air Station/Truax Field (KNGP)",KNGP.rss,KNGP.xml,TX,27.6925,-97.29111
"Corsicana, Campbell Field-Corsicana Municipal Airport (KCRS)",KCRS.rss,KCRS.xml,TX,32.03111,-96.39889
"Cotulla, Cotulla-La Salle County Airport (KCOT)",KCOT.rss,KCOT.xml,TX,28.45833,-99.22028
"Crockett, Houston County Airport (KDKR)",KDKR.rss,KDKR.xml,TX,31.30694,-95.40361
Culberson County Airport (KVHN),KVHN.rss,KVHN.xml,TX,31.05783,-104.78381
"Dalhart, Dalhart Municipal Airport (KDHT)",KDHT.rss,KDHT.xml,TX,36.02333,-102.54722
Dallas / Addison Airport (KADS),KADS.rss,KADS.xml,TX,32.96667,-96.83333
Dallas Love Field (KDAL),KDAL.rss,KDAL.xml,TX,32.85416,-96.85506
"Dallas, Redbird Airport (KRBD)",KRBD.rss,KRBD.xml,TX,32.67583,-96.86389
Dallas/Fort Worth International Airport (KDFW),KDFW.rss,KDFW.xml,TX,32.89743,-97.02196
"Decatur, Decatur Municipal Airport (KLUD)",KLUD.rss,KLUD.xml,TX,33.25444,-97.58056
"Del Rio, Del Rio International Airport (KDRT)",KDRT.rss,KDRT.xml,TX,29.37472,-100.92361
Denton Enterprise Airport (KDTO),KDTO.rss,KDTO.xml,TX,33.20505,-97.20061
Dryden - Terrell County Airport (K6R6),K6R6.rss,K6R6.xml,TX,30.04806,-102.21306
"Dumas, Moore County Airport (KDUX)",KDUX.rss,KDUX.xml,TX,35.85778,-102.01306
E BREAKS OIL PLATFORM (KEMK),KEMK.rss,KEMK.xml,TX,27.82,-94.32
Eagle Pass - Maverick County Memorial International Airport (K5T9),K5T9.rss,K5T9.xml,TX,28.8571,-100.5135
East Breaks 643/Boomvang Spar (KVAF),KVAF.rss,KVAF.xml,TX,27.354,-94.625
Eastland Municipal Airport (KETN),KETN.rss,KETN.xml,TX,32.41489,-98.80969
"Edinburg, Edinburg International Airport (KEBG)",KEBG.rss,KEBG.xml,TX,26.44194,-98.12944
"El Paso, El Paso International Airport (KELP)",KELP.rss,KELP.xml,TX,31.81111,-106.37583
"Falfurrias, Brooks County Airport (KBKS)",KBKS.rss,KBKS.xml,TX,27.20667,-98.12111
"Fort Hood, Hood AAF Ft Hood (KHLR)",KHLR.rss,KHLR.xml,TX,31.13333,-97.7
"Fort Hood, Robert Gray AAF Ft Hood (KGRK)",KGRK.rss,KGRK.xml,TX,31.06667,-97.81667
"Fort Stockton, Fort Stockton-Pecos County Airport (KFST)",KFST.rss,KFST.xml,TX,30.91194,-102.91667
Fort Worth Spinks Airport (KFWS),KFWS.rss,KFWS.xml,TX,32.56537,-97.30837
"Fort Worth, Fort Worth Alliance Airport (KAFW)",KAFW.rss,KAFW.xml,TX,32.97333,-97.31806
"Fort Worth, Meacham International Airport (KFTW)",KFTW.rss,KFTW.xml,TX,32.82528,-97.36417
"Fort Worth, Naval Air Station (KNFW)",KNFW.rss,KNFW.xml,TX,32.76583,-97.43333
"Fredericksburg, Gillespie County Airport (KT82)",KT82.rss,KT82.xml,TX,30.24361,-98.90944
"Gainesville, Gainesville Municipal Airport (KGLE)",KGLE.rss,KGLE.xml,TX,33.65139,-97.19694
"Galveston, Scholes Field (KGLS)",KGLS.rss,KGLS.xml,TX,29.27028,-94.86417
"Gatesville, City-County Airport (KGOP)",KGOP.rss,KGOP.xml,TX,31.42111,-97.79694
"Georgetown, Georgetown Municipal Airport (KGTU)",KGTU.rss,KGTU.xml,TX,30.68333,-97.68333
"Giddings, Giddings-Lee County Airport (KGYB)",KGYB.rss,KGYB.xml,TX,30.16917,-96.98
"Gilmer, Fox Stephens Field - Gilmer Municipal Airport (KJXI)",KJXI.rss,KJXI.xml,TX,32.69889,-94.94861
Gonzales Roger M. Dreyer Memorial (KT20),KT20.rss,KT20.xml,TX,29.528,-97.4614
"Granbury, Granbury Municipal Airport (KGDJ)",KGDJ.rss,KGDJ.xml,TX,32.44417,-97.81667
"Grand Prairie, Grand Prairie Municipal Airport (KGPM)",KGPM.rss,KGPM.xml,TX,32.69861,-97.04667
Greenville / Majors (KGVT),KGVT.rss,KGVT.xml,TX,33.06667,-96.06667
Gregory M Simmons Memorial Airport (KGZN),KGZN.rss,KGZN.xml,TX,32.3658,-99.0237
Hamilton Municipal Airport (KMNZ),KMNZ.rss,KMNZ.xml,TX,31.6659,-98.1486
"Harlingen, Rio Grande Valley International Airport (KHRL)",KHRL.rss,KHRL.xml,TX,26.22972,-97.65528
"Hearne, Hearne Municipal Airport (KLHB)",KLHB.rss,KLHB.xml,TX,30.87167,-96.62222
"Hebbronville, Jim Hogg County Airport (KHBV)",KHBV.rss,KHBV.xml,TX,27.33333,-98.73333
Hereford Municipal Airport (KHRX),KHRX.rss,KHRX.xml,TX,34.8578,-102.3264
"Hillsboro, Hillsboro Municipal Airport (KINJ)",KINJ.rss,KINJ.xml,TX,32.08333,-97.09722
"Hondo, Hondo Municipal Airport (KHDO)",KHDO.rss,KHDO.xml,TX,29.35944,-99.17417
Horseshoe Bay Resort Airpark (KDZB),KDZB.rss,KDZB.xml,TX,30.5271,-98.3588
Houston / Ellington (KEFD),KEFD.rss,KEFD.xml,TX,29.6,-95.16667
Houston Executive Airport (KTME),KTME.rss,KTME.xml,TX,29.80717,-95.89791
Houston Intercontinental Airport (KIAH),KIAH.rss,KIAH.xml,TX,29.9844,-95.36074
Houston Southwest Airport (KAXH),KAXH.rss,KAXH.xml,TX,29.50613,-95.47692
"Houston, Hooks Memorial Airport (KDWH)",KDWH.rss,KDWH.xml,TX,30.0675,-95.55611
"Houston, Houston Hobby Airport (KHOU)",KHOU.rss,KHOU.xml,TX,29.6375,-95.2825
"Houston, Pearland Regional Airport (KLVJ)",KLVJ.rss,KLVJ.xml,TX,29.52111,-95.24194
"Houston, Sugar Land Municipal / Hull Field Airport (KSGR)",KSGR.rss,KSGR.xml,TX,29.62222,-95.65667
"Huntsville, Huntsville Municipal Airport (KUTS)",KUTS.rss,KUTS.xml,TX,30.74389,-95.58611
"Jacksonville, Cherokee County Airport (KJSO)",KJSO.rss,KJSO.xml,TX,31.86917,-95.21722
"Jasper, Jasper County-Bell Field Airport (KJAS)",KJAS.rss,KJAS.xml,TX,30.88556,-94.03472
John Dunn Helistop (KMCJ),KMCJ.rss,KMCJ.xml,TX,29.714,-95.395
Jones Field - Bonham (KF00),KF00.rss,KF00.xml,TX,33.6131,-96.1793
"Junction, Kimble County Airport (KJCT)",KJCT.rss,KJCT.xml,TX,30.51083,-99.76639
Karnes County Airport (K2R9),K2R9.rss,K2R9.xml,TX,28.82499,-97.86557
"Kerrville, Kerrville Municipal Airport/Louis Schreiner Field (KERV)",KERV.rss,KERV.xml,TX,29.96667,-99.08333
Kickapoo Downtown Airport (KCWC),KCWC.rss,KCWC.xml,TX,33.8606,-98.4904
"Killeen, Skylark Field Airport (KILE)",KILE.rss,KILE.xml,TX,31.08333,-97.68333
"Kingsville, Naval Air Station (KNQI)",KNQI.rss,KNQI.xml,TX,27.50306,-97.81167
Kleberg County Airport (KIKG),KIKG.rss,KIKG.xml,TX,27.5509,-98.0309
"La Grange, Fayette Regional Air Center Airport (K3T5)",K3T5.rss,K3T5.xml,TX,29.90806,-96.95
La Porte Municipal Airport (KT41),KT41.rss,KT41.xml,TX,29.6693,-95.0642
"Lago Vista TX, Rusty Allen Airport (KRYW)",KRYW.rss,KRYW.xml,TX,30.4967,-97.9659
Lajitas International Airport (KT89),KT89.rss,KT89.xml,TX,29.27713,-103.68579
Lamesa Municipal Airport (KLUV),KLUV.rss,KLUV.xml,TX,32.75631,-101.92022
"Lampasas, Lampasas Airport (KLZZ)",KLZZ.rss,KLZZ.xml,TX,31.10611,-98.19583
Lancaster Airport (KLNC),KLNC.rss,KLNC.xml,TX,32.58323,-96.72091
"Laredo, Laredo International Airport (KLRD)",KLRD.rss,KLRD.xml,TX,27.54361,-99.46139
Laughlin Air Force Base Auxiliary Airfield (KDLF),KDLF.rss,KDLF.xml,TX,29.36652,-100.78469
"Llano, Llano Municipal Airport (KAQO)",KAQO.rss,KAQO.xml,TX,30.78361,-98.66194
Longview - East Texas Regional Airport (KGGG),KGGG.rss,KGGG.xml,TX,32.39056,-94.71389
"Lubbock, Lubbock International Airport (KLBB)",KLBB.rss,KLBB.xml,TX,33.6675,-101.82139
"Lufkin, Angelina County Airport (KLFK)",KLFK.rss,KLFK.xml,TX,31.23389,-94.75
Major Samuel B Cornelius Field Airport (KE42),KE42.rss,KE42.xml,TX,36.221,-101.1945
Marfa (KMRF),KMRF.rss,KMRF.xml,TX,30.36667,-104.01667
Marshall (KASL),KASL.rss,KASL.xml,TX,32.5205,-94.3078
Mc Campbell (KTFP),KTFP.rss,KTFP.xml,TX,27.913,-97.2115
"McAllen, Miller International Airport (KMFE)",KMFE.rss,KMFE.xml,TX,26.17972,-98.24444
McKinney - McKinney National Airport (KTKI),KTKI.rss,KTKI.xml,TX,33.17778,-96.59028
Mesa Vista Ranch AP (KBPC),KBPC.rss,KBPC.xml,TX,35.889,-101.03
"Mesquite, Mesquite Metro Airport (KHQZ)",KHQZ.rss,KHQZ.xml,TX,32.74694,-96.53028
Mexia Limestone County Airport (KLXY),KLXY.rss,KLXY.xml,TX,31.6412,-96.5145
Mid Valley Airport (KTXW),KTXW.rss,KTXW.xml,TX,26.17871,-97.97401
"Midland, Midland Airpark (KMDD)",KMDD.rss,KMDD.xml,TX,32.03639,-102.10083
"Midland, Midland International Airport (KMAF)",KMAF.rss,KMAF.xml,TX,31.94778,-102.20861
"Midlothian/Waxahachie, Mid-Way Regional Airport (KJWY)",KJWY.rss,KJWY.xml,TX,32.45583,-96.91222
"Mineola/Quitman, Wood County Airport (KJDD)",KJDD.rss,KJDD.xml,TX,32.74194,-95.49639
"Mineral Wells, Mineral Wells Airport (KMWL)",KMWL.rss,KMWL.xml,TX,32.78167,-98.06028
"Nacogdoches, A L Mangham Jr. Regional Airport (KOCH)",KOCH.rss,KOCH.xml,TX,31.58333,-94.71667
New Braunfels Regional Airport (KBAZ),KBAZ.rss,KBAZ.xml,TX,29.70861,-98.04528
"Odessa, Odessa-Schlemeyer Field (KODO)",KODO.rss,KODO.xml,TX,31.92139,-102.39167
Orange Grove NALF (KNOG),KNOG.rss,KNOG.xml,TX,27.8947,-98.04251
"Orange, Orange County Airport (KORG)",KORG.rss,KORG.xml,TX,30.06917,-93.80361
Ozona Municipal Airport (KOZA),KOZA.rss,KOZA.xml,TX,30.7353,-101.203
Palacios Municipal Airport (KPSX),KPSX.rss,KPSX.xml,TX,28.72485,-96.25347
"Palestine, Palestine Municipal Airport (KPSN)",KPSN.rss,KPSN.xml,TX,31.77944,-95.70611
"Pampa, Perry Lefors Field Airport (KPPA)",KPPA.rss,KPPA.xml,TX,35.61278,-100.99611
Panola County Airport-Sharpe Field (K4F2),K4F2.rss,K4F2.xml,TX,32.17608,-94.29881
Paris / Cox Field (KPRX),KPRX.rss,KPRX.xml,TX,33.63333,-95.45
"Pecos, Pecos Municipal Airport (KPEQ)",KPEQ.rss,KPEQ.xml,TX,31.38222,-103.51056
"Perryton, Perryton Ochiltree County Airport (KPYX)",KPYX.rss,KPYX.xml,TX,36.4,-100.73333
"Pine Springs, Guadalupe Mountains National Park (KGDP)",KGDP.rss,KGDP.xml,TX,31.83111,-104.80889
"Plainview, Hale County Airport (KPVW)",KPVW.rss,KPVW.xml,TX,34.16806,-101.71722
Pleasanton Municipal Airport (KPEZ),KPEZ.rss,KPEZ.xml,TX,28.9562,-98.5184
"Port Aransas, Mustang Beach Airport (KRAS)",KRAS.rss,KRAS.xml,TX,27.81167,-97.08861
"Port Isabel, Port Isabel-Cameron County Airport (KPIL)",KPIL.rss,KPIL.xml,TX,26.15917,-97.3375
Port Lavaca - Calhoun County Airport (KPKV),KPKV.rss,KPKV.xml,TX,28.65159,-96.68196
Presidio Lely International Airport (KPRS),KPRS.rss,KPRS.xml,TX,29.6341,-104.3616
Randolph Air Force Base (KRND),KRND.rss,KRND.xml,TX,29.53333,-98.28333
Ranger (K6P9),K6P9.rss,K6P9.xml,TX,32.4301,-98.5946
Reagan County Airport (KE41),KE41.rss,KE41.xml,TX,31.1989,-101.473
Robert R Wells Jr Airport (K66R),K66R.rss,K66R.xml,TX,29.6411,-96.5158
"Robstown, Nueces County Airport (KRBO)",KRBO.rss,KRBO.xml,TX,27.77833,-97.69028
Rockport Aransas County Airport (KRKP),KRKP.rss,KRKP.xml,TX,28.08371,-97.04664
"Rocksprings, Edwards County Airport (KECU)",KECU.rss,KECU.xml,TX,29.94667,-100.17361
Rockwall Municipal Airport (KF46),KF46.rss,KF46.xml,TX,32.9322,-96.43484
Rusk County Airport (KRFI),KRFI.rss,KRFI.xml,TX,32.1417,-94.8517
"San Angelo, Mathis Field (KSJT)",KSJT.rss,KSJT.xml,TX,31.35139,-100.49389
San Antonio - Kelly Field (KSKF),KSKF.rss,KSKF.xml,TX,29.38333,-98.58333
San Antonio Boerne Stage Field (K5C1),K5C1.rss,K5C1.xml,TX,29.7239,-98.6946
"San Antonio, San Antonio International Airport (KSAT)",KSAT.rss,KSAT.xml,TX,29.53278,-98.46361
"San Antonio, Stinson Municipal Airport (KSSF)",KSSF.rss,KSSF.xml,TX,29.33889,-98.47167
